,제목,정보제공,날짜
0,"유라테크, 작년 영업손실 20.5억원…적자전환",이데일리,2021.03.04 15:24
1,"유라테크, 주당 50원 결산 현금배당 결정",이데일리,2021.03.04 15:14
2,"유라테크, 작년 영업손실 20억원…적자전환",아시아경제,2021.03.04 15:12
3,"유라테크, 보통주 1주당 50원 현금배당",아시아경제,2021.03.04 14:48
4,"[특징주] 유라테크, 여당 행정수도완성추진단 국회 세종이전안 오늘 발표...",파이낸셜뉴스,2020.12.09 09:28
5,"[특징주] 유라테크, 20조 먹거리 '세종 스마트국가산단' 정부 예타 ...",파이낸셜뉴스,2020.09.11 11:02
