,제목,정보제공,날짜
0,[특징주]수도권 거리두기 4단계… 이씨에스 등 재택근무株 '강세',이데일리,2021.07.12 09:08
1,"이씨에스, 18일 오전 9시 정기주주총회 소집 결의",이데일리,2021.06.04 11:03
2,[코스닥 공시] 이씨에스,매일경제,2021.05.21 17:13
3,"이씨에스, 주당 130원 결산 현금배당 결정",이데일리,2021.05.21 16:41
4,"이씨에스, 주당 130원 현금배당 결정",헤럴드경제,2021.05.21 11:44
5,"[특징주] 이씨에스, 마켓컬리 美 나스닥 상장 소식에 콜센터 구축 부각...",아시아경제,2021.03.12 10:29
6,"이씨에스, 재택근무 확대에 비대면솔루션 '날개'",아시아경제,2020.08.31 13:01
