,제목,정보제공,날짜
0,"한국알콜, 강성우 대표 임기만료",아시아경제,2021.03.31 15:39
1,"한국알콜, 작년 영업익 561억원…전년比 70%↑",이데일리,2021.03.02 17:22
2,"한국알콜, 작년 영업익 561억…전년比 69% 증가",아시아경제,2021.03.02 16:53
