,제목,정보제공,날짜
0,폐기물 속에서 '보물' 찾아낸 PEF…EMC·코엔텍 등 '몸값 1조'로...,한국경제,2020.11.29 17:41
1,[코스닥 공시] 코엔텍,매일경제,2020.09.02 17:22
2,"[공시]코엔텍, 188억 규모 신규 시설 투자",파이낸셜뉴스,2020.09.02 14:32
3,"코엔텍, 188억원 규모 신규 매립시설 조성",이데일리,2020.09.02 14:25
4,"코엔텍, 188억 규모 신규 시설 투자",헤럴드경제,2020.09.02 14:12
5,"코엔텍, 최대주주 이앤아이홀딩스로 변경",이데일리,2020.09.01 18:07
