,제목,정보제공,날짜
0,"한국수출포장공업, 40억원 규모 자기주식취득 신탁계약 해지",이데일리,2021.05.10 15:02
1,"한국수출포장공업, 1주당 600원 현금배당 결정",아시아경제,2021.03.02 14:38
2,"한국수출포장공업, 작년 영업익 108억원...연간 43%↓",이데일리,2021.02.10 14:31
