,제목,정보제공,날짜
0,"거래소, 오공에 시황 급등 관련 조회공시 요구",이데일리,2020.12.22 18:39
1,"오공, 자사주 취득 신탁계약 1년 연장",이데일리,2020.11.04 13:55
